slug	name	catalogue_status	death_year_before	death_year_after	result	checked_at	ndl_query_url	ndl_hit_count	web_queries	evidence_urls	note
hashio-naokazu	橋尾 直和	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%A9%8B%E5%B0%BE%E7%9B%B4%E5%92%8C&g=personalNames&num=100	0	"""橋尾 直和"" (訃報 OR 死去 OR 逝去 OR 生没年) | ""橋尾直和"" 訃報 死去"		—
hasuike-etsuko	蓮池 悦子	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E8%93%AE%E6%B1%A0%E6%82%A6%E5%AD%90&g=personalNames&num=100	2	"""蓮池 悦子"" (訃報 OR 死去 OR 逝去 OR 生没年) | ""蓮池悦子"" 訃報 死去"		—
hattori-shiro	服部 四郎	active	1995	1995	existing_death_matches_wikidata	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%9C%8D%E9%83%A8%E5%9B%9B%E9%83%8E&g=personalNames&num=100	2		https://www.wikidata.org/wiki/Q7498898	—
hayasaka-shun	早坂 駿	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%97%A9%E5%9D%82%E9%A7%BF&g=personalNames&num=100	0	"""早坂 駿"" (訃報 OR 死去 OR 逝去 OR 生没年) | ""早坂駿"" 訃報 死去"		—
hayashi-shihei	林 子平	active		1793	death_supported	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%9E%97%E5%AD%90%E5%B9%B3&g=personalNames&num=100	1	"""林 子平"" (訃報 OR 死去 OR 逝去 OR 生没年) | ""林子平"" 訃報 死去"	https://id.ndl.go.jp/auth/ndlna/00269629	—
hayashi-yoshishige	林 善茂	active	2013	2013	existing_death_matches_wikidata	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%9E%97%E5%96%84%E8%8C%82&g=personalNames&num=100	1		https://www.wikidata.org/wiki/Q11532905	—
hayato-kasuga	Hayato Kasuga	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Hayato%20Kasuga&g=personalNames&num=100	0	"""Hayato Kasuga"" (obituary OR died OR ""passed away"") | ""Hayato Kasuga"" obituary died"		—
heo-min	허 민 (Heo Min)	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%ED%97%88%20%EB%AF%BC%20%28Heo%20Min%29&g=personalNames&num=100	0	"""허 민 (Heo Min)"" (obituary OR died OR ""passed away"") | ""허 민 (Heo Min)"" obituary died"		—
hidezo-yamada	山田 秀三	active	1992	1992	existing_death_matches_wikidata	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%B1%B1%E7%94%B0%E7%A7%80%E4%B8%89&g=personalNames&num=100	4		https://www.wikidata.org/wiki/Q11470585	—
hiraga-sada	平賀 サダ	active		1972	death_supported	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%B9%B3%E8%B3%80%E3%82%B5%E3%83%80&g=personalNames&num=100	1	"""平賀 サダ"" (訃報 OR 死去 OR 逝去 OR 生没年) | ""平賀サダ"" 訃報 死去"	https://www.hm.pref.hokkaido.lg.jp/wp-content/uploads/2025/01/bulletin_ACRC_vol6_03_p061_111.pdf	同論文が採用する1972年を使用。略年譜には1971年説も併記されている。
hiraga-sadamo	平賀 さだも	active		1972	death_supported	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%B9%B3%E8%B3%80%E3%81%95%E3%81%A0%E3%82%82&g=personalNames&num=100	1	"""平賀 さだも"" (訃報 OR 死去 OR 逝去 OR 生没年) | ""平賀さだも"" 訃報 死去"	https://www.hm.pref.hokkaido.lg.jp/wp-content/uploads/2025/01/bulletin_ACRC_vol6_03_p061_111.pdf	同論文が採用する1972年を使用。略年譜には1971年説も併記されている。
hiraishi-kiyotaka	平石 清隆	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%B9%B3%E7%9F%B3%E6%B8%85%E9%9A%86&g=personalNames&num=100	1	"""平石 清隆"" (訃報 OR 死去 OR 逝去 OR 生没年) | ""平石清隆"" 訃報 死去"		—
hirako-goichi	平光 吾一	active	1967	1967	existing_death_matches_wikidata	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%B9%B3%E5%85%89%E5%90%BE%E4%B8%80&g=personalNames&num=100	1		https://www.wikidata.org/wiki/Q9274235	—
hirame-yoshi	平目 よし	active		1973	death_supported	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%B9%B3%E7%9B%AE%E3%82%88%E3%81%97&g=personalNames&num=100	0	"""平目 よし"" (訃報 OR 死去 OR 逝去 OR 生没年) | ""平目よし"" 訃報 死去"	https://nibutani-ainu-museum.com/pdf/ainu_gaiyou.pdf	—
hirano-katsuya	平野 克弥	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%B9%B3%E9%87%8E%E5%85%8B%E5%BC%A5&g=personalNames&num=100	1	"""平野 克弥"" (訃報 OR 死去 OR 逝去 OR 生没年) | ""平野克弥"" 訃報 死去"		—
hirayama-hiroto	平山 裕人	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%B9%B3%E5%B1%B1%E8%A3%95%E4%BA%BA&g=personalNames&num=100	1	"""平山 裕人"" (訃報 OR 死去 OR 逝去 OR 生没年) | ""平山裕人"" 訃報 死去"		—
hirofumi-kato	加藤 博文	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%8A%A0%E8%97%A4%E5%8D%9A%E6%96%87&g=personalNames&num=100	1	"""加藤 博文"" (訃報 OR 死去 OR 逝去 OR 生没年) | ""加藤博文"" 訃報 死去"		—
hirosawa	廣澤	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%BB%A3%E6%BE%A4&g=personalNames&num=100	100	"""廣澤"" (訃報 OR 死去 OR 逝去 OR 生没年) | ""廣澤"" 訃報 死去"		—
hiroshi-echizen-ya	Hiroshi Echizen‐ya	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Hiroshi%20Echizen%E2%80%90ya&g=personalNames&num=100	0	"""Hiroshi Echizen‐ya"" (obituary OR died OR ""passed away"") | ""Hiroshi Echizen‐ya"" obituary died"		—
hirota-toru	廣田 徹	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%BB%A3%E7%94%B0%E5%BE%B9&g=personalNames&num=100	0	"""廣田 徹"" (訃報 OR 死去 OR 逝去 OR 生没年) | ""廣田徹"" 訃報 死去"		—
hishinuma-uichi	菱沼 右一	active		1944	death_supported	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E8%8F%B1%E6%B2%BC%E5%8F%B3%E4%B8%80&g=personalNames&num=100	1	"""菱沼 右一"" (訃報 OR 死去 OR 逝去 OR 生没年) | ""菱沼右一"" 訃報 死去"	https://id.ndl.go.jp/auth/ndlna/00011892	—
hitoshi-watanabe	渡辺 仁	active		1998	death_supported	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%B8%A1%E8%BE%BA%E4%BB%81&g=personalNames&num=100	18	"""渡辺 仁"" (訃報 OR 死去 OR 逝去 OR 生没年) | ""渡辺仁"" 訃報 死去"	https://id.ndl.go.jp/auth/ndlna/00090648	—
hokkaido-utari-kyokai	Hokkaido Utari Kyokai	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Hokkaido%20Utari%20Kyokai&g=personalNames&num=100	0	"""Hokkaido Utari Kyokai"" (obituary OR died OR ""passed away"") | ""Hokkaido Utari Kyokai"" obituary died"		—
honda-katsuichi	Honda Katsuichi	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Honda%20Katsuichi&g=personalNames&num=100	1	"""Honda Katsuichi"" (obituary OR died OR ""passed away"") | ""Honda Katsuichi"" obituary died"		—
honda-yuko	本田 優子	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%9C%AC%E7%94%B0%E5%84%AA%E5%AD%90&g=personalNames&num=100	1	"""本田 優子"" (訃報 OR 死去 OR 逝去 OR 生没年) | ""本田優子"" 訃報 死去"		—
hori-etsuko	堀 悦子	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%A0%80%E6%82%A6%E5%AD%90&g=personalNames&num=100	2	"""堀 悦子"" (訃報 OR 死去 OR 逝去 OR 生没年) | ""堀悦子"" 訃報 死去"		—
hosanna-fukuzawa	Hosanna Fukuzawa	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Hosanna%20Fukuzawa&g=personalNames&num=100	0	"""Hosanna Fukuzawa"" (obituary OR died OR ""passed away"") | ""Hosanna Fukuzawa"" obituary died"		—
ida-ayu-laksmita-sari	Ida Ayu Laksmita Sari	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Ida%20Ayu%20Laksmita%20Sari&g=personalNames&num=100	0	"""Ida Ayu Laksmita Sari"" (obituary OR died OR ""passed away"") | ""Ida Ayu Laksmita Sari"" obituary died"		—
igarashi-ryo	五十嵐 涼	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%BA%94%E5%8D%81%E5%B5%90%E6%B6%BC&g=personalNames&num=100	1	"""五十嵐 涼"" (訃報 OR 死去 OR 逝去 OR 生没年) | ""五十嵐涼"" 訃報 死去"		—
igor-garshin	Igor Garshin	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Igor%20Garshin&g=personalNames&num=100	0	"""Igor Garshin"" (obituary OR died OR ""passed away"") | ""Igor Garshin"" obituary died"		—
iguchi-toshio	井口 利夫	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%BA%95%E5%8F%A3%E5%88%A9%E5%A4%AB&g=personalNames&num=100	1	"""井口 利夫"" (訃報 OR 死去 OR 逝去 OR 生没年) | ""井口利夫"" 訃報 死去"		—
ijas-silja	Ijas Silja	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Ijas%20Silja&g=personalNames&num=100	0	"""Ijas Silja"" (obituary OR died OR ""passed away"") | ""Ijas Silja"" obituary died"		—
ikeda-yuko	池田 裕子	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%B1%A0%E7%94%B0%E8%A3%95%E5%AD%90&g=personalNames&num=100	9	"""池田 裕子"" (訃報 OR 死去 OR 逝去 OR 生没年) | ""池田裕子"" 訃報 死去"		—
ikegami-jiro	池上 二良	active	2011	2011	existing_death_matches_wikidata	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%B1%A0%E4%B8%8A%E4%BA%8C%E8%89%AF&g=personalNames&num=100	1		https://www.wikidata.org/wiki/Q108110751	—
ilya-g-voznesensky	Ilya G. Voznesensky	active	1871	1871	existing_death_matches_wikidata	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Ilya%20G.%20Voznesensky&g=personalNames&num=100	0		https://www.wikidata.org/wiki/Q19907630	—
inaba-katsuo	因幡 勝雄	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%9B%A0%E5%B9%A1%E5%8B%9D%E9%9B%84&g=personalNames&num=100	1	"""因幡 勝雄"" (訃報 OR 死去 OR 逝去 OR 生没年) | ""因幡勝雄"" 訃報 死去"		—
inagaki-katsuhiko	稲垣 克彦	active			death_unconfirmed_identity_review	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E7%A8%B2%E5%9E%A3%E5%85%8B%E5%BD%A6&g=personalNames&num=100	2	"""稲垣 克彦"" (訃報 OR 死去 OR 逝去 OR 生没年) | ""稲垣克彦"" 訃報 死去"		旭川医科大学の物理学研究者。1911–2004年の同名軍医と区別。
inoue-fumio	井上 文夫	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%BA%95%E4%B8%8A%E6%96%87%E5%A4%AB&g=personalNames&num=100	5	"""井上 文夫"" (訃報 OR 死去 OR 逝去 OR 生没年) | ""井上文夫"" 訃報 死去"		—
inoue-koichi	井上 紘一	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%BA%95%E4%B8%8A%E7%B4%98%E4%B8%80&g=personalNames&num=100	1	"""井上 紘一"" (訃報 OR 死去 OR 逝去 OR 生没年) | ""井上紘一"" 訃報 死去"		—
inoue-takuya	井上拓也	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%BA%95%E4%B8%8A%E6%8B%93%E4%B9%9F&g=personalNames&num=100	2	"""井上拓也"" (訃報 OR 死去 OR 逝去 OR 生没年) | ""井上拓也"" 訃報 死去"		—
inukai-tetsuo	犬飼 哲夫	active	1989	1989	existing_death_matches_wikidata	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E7%8A%AC%E9%A3%BC%E5%93%B2%E5%A4%AB&g=personalNames&num=100	1		https://www.wikidata.org/wiki/Q13099859	—
ishida-hajime	石田 肇	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E7%9F%B3%E7%94%B0%E8%82%87&g=personalNames&num=100	6	"""石田 肇"" (訃報 OR 死去 OR 逝去 OR 生没年) | ""石田肇"" 訃報 死去"		—
ishida-hisao	石田 久大	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E7%9F%B3%E7%94%B0%E4%B9%85%E5%A4%A7&g=personalNames&num=100	0	"""石田 久大"" (訃報 OR 死去 OR 逝去 OR 生没年) | ""石田久大"" 訃報 死去"		—
ishida-shuzo	石田 收藏	active		1940	death_supported	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E7%9F%B3%E7%94%B0%E6%94%B6%E8%97%8F&g=personalNames&num=100	1	"""石田 收藏"" (訃報 OR 死去 OR 逝去 OR 生没年) | ""石田收藏"" 訃報 死去"	https://id.ndl.go.jp/auth/ndlna/00798475	—
ishihara-mai	石原 真衣	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E7%9F%B3%E5%8E%9F%E7%9C%9F%E8%A1%A3&g=personalNames&num=100	1	"""石原 真衣"" (訃報 OR 死去 OR 逝去 OR 生没年) | ""石原真衣"" 訃報 死去"		—
ishihara-makoto	石原 誠	active	1938		identity_corrected	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E7%9F%B3%E5%8E%9F%E8%AA%A0&g=personalNames&num=100	4	"""石原 誠"" (訃報 OR 死去 OR 逝去 OR 生没年) | ""石原誠"" 訃報 死去"	https://ainu-center.hm.pref.hokkaido.lg.jp/kankou/kiyou/pdf/kiyou15-04.pdf	サッポロ堂書店の書誌研究者。2009年の謝辞に登場し、1938年没の同名人物と区別。生没年未確認。
ishii-masami	石井 正己	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E7%9F%B3%E4%BA%95%E6%AD%A3%E5%B7%B1&g=personalNames&num=100	2	"""石井 正己"" (訃報 OR 死去 OR 逝去 OR 生没年) | ""石井正己"" 訃報 死去"		—
ishii-tomomi	石井 智美	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E7%9F%B3%E4%BA%95%E6%99%BA%E7%BE%8E&g=personalNames&num=100	1	"""石井 智美"" (訃報 OR 死去 OR 逝去 OR 生没年) | ""石井智美"" 訃報 死去"		—
ishikawa-mikaho	石川 美香穂	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E7%9F%B3%E5%B7%9D%E7%BE%8E%E9%A6%99%E7%A9%82&g=personalNames&num=100	0	"""石川 美香穂"" (訃報 OR 死去 OR 逝去 OR 生没年) | ""石川美香穂"" 訃報 死去"		—
ishikawa-motosuke	石川 元助	active		1981	death_supported	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E7%9F%B3%E5%B7%9D%E5%85%83%E5%8A%A9&g=personalNames&num=100	1	"""石川 元助"" (訃報 OR 死去 OR 逝去 OR 生没年) | ""石川元助"" 訃報 死去"	https://id.ndl.go.jp/auth/ndlna/00021278	—
ishimura-hiroko	石村 博子	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E7%9F%B3%E6%9D%91%E5%8D%9A%E5%AD%90&g=personalNames&num=100	1	"""石村 博子"" (訃報 OR 死去 OR 逝去 OR 生没年) | ""石村博子"" 訃報 死去"		—
isobe-etsuko	磯部 恵津子	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E7%A3%AF%E9%83%A8%E6%81%B5%E6%B4%A5%E5%AD%90&g=personalNames&num=100	0	"""磯部 恵津子"" (訃報 OR 死去 OR 逝去 OR 生没年) | ""磯部恵津子"" 訃報 死去"		—
isobe-seiichi	礒部 精一	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E7%A4%92%E9%83%A8%E7%B2%BE%E4%B8%80&g=personalNames&num=100	2	"""礒部精一"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
issan-uoi	Issan Uoi	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Issan%20Uoi&g=personalNames&num=100	0	"""Issan Uoi"" (obituary OR died OR ""passed away"")"		—
itabashi-yoshizo	板橋 義三	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%9D%BF%E6%A9%8B%E7%BE%A9%E4%B8%89&g=personalNames&num=100	1	"""板橋義三"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
itakura-genjiro	板倉 源次郎	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E6%9D%BF%E5%80%89%E6%BA%90%E6%AC%A1%E9%83%8E&g=personalNames&num=100	0	"""板倉源次郎"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
ito-atsunori	伊藤 敦規	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%BC%8A%E8%97%A4%E6%95%A6%E8%A6%8F&g=personalNames&num=100	1	"""伊藤敦規"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
ito-hiromitsu	伊藤 裕満	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%BC%8A%E8%97%A4%E8%A3%95%E6%BA%80&g=personalNames&num=100	0	"""伊藤裕満"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
ito-katsuhisa	伊藤 勝久	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%BC%8A%E8%97%A4%E5%8B%9D%E4%B9%85&g=personalNames&num=100	3	"""伊藤勝久"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
ito-kohei	伊藤 公平	active			death_unconfirmed_identity_review	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%BC%8A%E8%97%A4%E5%85%AC%E5%B9%B3&g=personalNames&num=100	3	"""伊藤公平"" (訃報 OR 死去 OR 逝去 OR 生没年)"		アイヌ語地名の著者と1901–1984年の歌人との同一性を確認できず。
ito-seichi	伊藤 せいち	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%BC%8A%E8%97%A4%E3%81%9B%E3%81%84%E3%81%A1&g=personalNames&num=100	1	"""伊藤せいち"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
ivan-brenes	Ivan Brenes	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Ivan%20Brenes&g=personalNames&num=100	0	"""Ivan Brenes"" (obituary OR died OR ""passed away"")"		—
ivar-lindquist	Ivar Lindquist	active	1985	1985	existing_death_matches_wikidata	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Ivar%20Lindquist&g=personalNames&num=100	0		https://www.wikidata.org/wiki/Q16649716	—
iwasawa-takako	岩澤 孝子	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E5%B2%A9%E6%BE%A4%E5%AD%9D%E5%AD%90&g=personalNames&num=100	1	"""岩澤孝子"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
izutsu-katsunobu	井筒 勝信	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E4%BA%95%E7%AD%92%E5%8B%9D%E4%BF%A1&g=personalNames&num=100	1	"""井筒勝信"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
j-m	阪口諒・ディクソンJ. M.	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E9%98%AA%E5%8F%A3%E8%AB%92%E3%83%BB%E3%83%87%E3%82%A3%E3%82%AF%E3%82%BD%E3%83%B3J.M.&g=personalNames&num=100	0	"""阪口諒・ディクソンJ.M."" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
james-patrie	James Patrie	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=James%20Patrie&g=personalNames&num=100	0	"""James Patrie"" (obituary OR died OR ""passed away"")"		—
jennifer-teeter	Jennifer Teeter	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Jennifer%20Teeter&g=personalNames&num=100	0	"""Jennifer Teeter"" (obituary OR died OR ""passed away"")"		—
jinbo-kotora	神保 小虎	active	1924	1924	existing_death_matches_wikidata	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E7%A5%9E%E4%BF%9D%E5%B0%8F%E8%99%8E&g=personalNames&num=100	1		https://www.wikidata.org/wiki/Q15177167	—
johannes-rahder	Johannes Rahder	active	1988	1988	existing_death_matches_wikidata	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Johannes%20Rahder&g=personalNames&num=100	0		https://www.wikidata.org/wiki/Q3180775	—
john-c-maher	John C. Maher	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=John%20C.%20Maher&g=personalNames&num=100	1	"""John C. Maher"" (obituary OR died OR ""passed away"")"		—
john-kupchik	John Kupchik	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=John%20Kupchik&g=personalNames&num=100	0	"""John Kupchik"" (obituary OR died OR ""passed away"")"		—
jose-andres-alonso-de-la-fuente	José Andrés Alonso de la Fuente	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Jos%C3%A9%20Andr%C3%A9s%20Alonso%20de%20la%20Fuente&g=personalNames&num=100	0	"""José Andrés Alonso de la Fuente"" (obituary OR died OR ""passed away"")"		—
josef-kreiner	Josef Kreiner	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Josef%20Kreiner&g=personalNames&num=100	1	"""Josef Kreiner"" (obituary OR died OR ""passed away"")"		—
joseph-m-kitagawa	Joseph M. Kitagawa	active		1992	death_supported	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Joseph%20M.%20Kitagawa&g=personalNames&num=100	1	"""Joseph M. Kitagawa"" (obituary OR died OR ""passed away"")"	https://id.ndl.go.jp/auth/ndlna/00149116	—
jun-ho-choe	Jun-Ho Choe	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Jun-Ho%20Choe&g=personalNames&num=100	0	"""Jun-Ho Choe"" (obituary OR died OR ""passed away"")"		—
jussi-nurmi	ヌルミ・ユッシ	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=%E3%83%8C%E3%83%AB%E3%83%9F%E3%83%BB%E3%83%A6%E3%83%83%E3%82%B7&g=personalNames&num=100	0	"""ヌルミ・ユッシ"" (訃報 OR 死去 OR 逝去 OR 生没年)"		—
justin-r-hunter	Justin R. Hunter	active			death_not_established	2026-09-05	https://id.ndl.go.jp/auth/ndlna/?qw=Justin%20R.%20Hunter&g=personalNames&num=100	0	"""Justin R. Hunter"" (obituary OR died OR ""passed away"")"		—
